fid,order_id,latitude,longitude,basket_value,delivery duration,profit,revenue,client_id
314,86494458,40.221544497,28.980990669,716.8911,4.6,264.6695,638.5456,client_91694273
315,87193551,40.234509439,28.909701034,152.3762,8.55,102.9358,195.1558,client_79492942
316,49844378,40.215270876,28.955403864,550.3564,27.266666667,213.6132,532.9932,client_42876257
317,80723516,40.175865389,29.075108841,543.0099,13.15,178.6848,402.7278,client_86933665
318,21427923,40.24374945,28.998494558,105.8713,15.233333333,56.8234,132.5633,client_14611590
319,96986100,40.218300095,28.976642266,269.703,20.65,132.1969,275.5919,client_35388676
320,14532410,40.260898596,28.961361386,316.6327,15.1,159.2055,340.2455,client_58027128
321,16499643,40.213680175,28.990358748,323.0693,36.333333333,118.8317,270.3166,client_49674289
322,81793990,40.216049956,28.978562392,683.6534,12.433333333,249.8366,704.0566,client_67321736
323,41593355,40.223074322,28.848862164,405.4642,9.483333333,178.2301,416.0471,client_20255765
324,18316205,40.23202077,28.867803589,218.3267,25.883333333,86.2243,190.5138,client_40516654
325,16602939,40.257609305,28.941686634,876.7654,43.133333333,337.1045,868.6745,client_54772314
326,13436766,40.219365871,28.849654756,119.4853,30.183333333,50.1198,154.189,client_28341374
327,16693139,40.2388572,29.0130978,453.7819,24.583333333,18.322400000000002,335.6089,client_32028107
328,50523447,40.260499721,28.942023665,165.6337,37.733333333,87.7965,218.2465,client_61914945
329,97400271,40.231096743,28.970331699,255.0495,12.2,101.8453,258.8967,client_22343319
330,83321602,40.227531055,28.84617459,500.6587,19.216666667,172.6306,472.4884,client_42289880
331,30850759,40.224198388,28.972714841,397.0358,4.316666667,194.2948,425.8948,client_98209943
332,78880245,40.202663294,28.804994971,1010.1363,39.416666667,291.1615,966.9356,client_41008495
333,92572322,40.228687044,28.843726739,261.2475,11.083333333,63.4356,280.4356,client_95059657
334,70964819,40.224093176,28.906129673,329.9645,7.783333333,153.3365,312.2898,client_64825699
335,49227635,40.216294456,28.981150389,260.3941,27.85,134.5478,303.5167,client_38453298
336,98646306,40.1991344,29.0090113,575.7228,19.233333333,201.8034,515.1404,client_96699432
337,28437222,40.250116158,28.962479829,1009.272,46.183333333,345.4218,986.2504,client_30159775
338,60174044,40.190870642,29.068601131,255.0098,5.966666667,113.0155,257.0465,client_94124463
339,27298666,40.258718443,28.946192823,162.3069,33.233333333,99.6496,192.6615,client_13056998
340,51149396,40.248986083,29.006972015,265.2871,35.95,-84.0949,81.1091,client_40744876
341,47629876,40.238894014,29.012771621,877.9271,11.216666667,207.7019,678.5184,client_85448599
342,17537325,40.185747083,29.056128524,101.825,13.3,83.3633,124.9833,client_21464395
343,42970908,40.184983792,29.133273214,219.3083,51.066666667,147.6812,265.9212,client_49013825
344,26041220,40.216771166,28.892418891,218.5248,12.55,128.8597,245.0757,client_60591778
345,28935346,40.225627316,28.841077387,701.5064,20.15,168.0466,683.7413,client_47990759
346,92407403,40.202263052,28.996830918,705.4257,27.466666667,257.5294,680.8814,client_40333953
347,52375467,40.232824997,28.918385357,279.684,4.566666667,144.0535,305.4635,client_38693709
348,44117947,40.197958311,28.94792486,256.9469,7.783333333,127.2678,279.9299,client_90621407
349,47310237,40.20325021,28.965994231,793.0467,7.7,338.0694,771.0267,client_17078367
350,26799513,40.204826561,29.00731232,273.3644,24.85,105.7265,277.8242,client_41565573
351,40387547,40.204309053,28.812981918,254.4724,35.8,111.789,270.5398,client_89282602
352,49229464,40.221680412,28.839527406,107.9945,5.8,53.7915,142.0916,client_49492185
353,73392529,40.251673208,29.023984261,337.4667,25.083333333,159.1217,371.7886,client_77399092
354,52324574,40.193523194,29.057618156,319.6616,9.916666667,97.6495,274.3707,client_73345959
355,11079037,40.190555873,29.04401768,189.7359,15.533333333,113.2378,229.2578,client_98441234
356,30030338,40.259743157,29.003664516,239.7228,29.55,104.719,238.0386,client_48784997
357,46599307,40.22999861,28.968505857,470.2833,7.0,249.1324,460.1924,client_80221497
358,42664359,40.205078527,28.9658105,666.0544,11.2,227.0597,594.6013,client_63062949
359,67262023,40.192586604,28.982406668,338.9834,35.816666667,178.2275,356.2175,client_46152521
360,44117866,40.179404552,29.066275643,132.6832,12.55,56.6898,145.9288,client_34925374
361,82099587,40.178022715,29.067903107,761.396,11.633333333,-92.991,491.009,client_13484896
362,39639068,40.247177887,28.997781761,1013.4373,25.533333333,359.3257,955.5399,client_33456986
363,61711411,40.208517372,28.996316604,1483.3981,43.333333333,545.534,1487.4556,client_89247295
364,89282887,40.258144137,28.997932253,158.2277,11.633333333,22.929,128.1971,client_46994886
365,51137871,40.177901427,29.116231799,457.2871,63.5,230.6145,498.3545,client_23637661
366,70473005,40.23694478,28.839427158,526.3083,15.75,218.2264,439.0091,client_62411338
367,73844202,40.180510941,29.068911932,190.0594,10.85,57.5923,224.6723,client_56526394
368,59313287,40.217112182,28.95954553,108.8218,6.2,73.4061,149.768,client_89414730
369,38439251,40.230259,28.8408838,388.8097,24.033333333,123.8366,329.0864,client_64455076
370,19272060,40.199264615,28.955189958,532.7426,11.2,199.6317,520.6517,client_18656972
371,95803445,40.262425,28.950168,507.8898,56.216666667,65.8335,354.2435,client_76296013
372,25970616,40.206519858,28.955174671,507.1423,6.75,145.8584,388.8268,client_84373737
373,81821595,40.211779375,28.810228631,469.602,18.583333333,175.0999,403.0254,client_41465242
374,67846216,40.231780934,28.865541816,255.37619999999998,23.666666667,125.0314,274.5534,client_18851420
375,96266149,40.227776538,28.837917075,284.5834,10.0,90.8901,300.7993,client_14712061
376,15374915,40.196629958,29.013517946,231.7723,5.983333333,85.6424,224.6376,client_74363250
377,58538329,40.227442998,28.98393888,403.4193,20.8,175.6042,399.8339,client_25096656
378,63503085,40.221523484,29.006897248,519.0926,32.983333333,180.4072,516.3522,client_25837368
379,29684395,40.20093299,28.96047391,121.7921,6.366666667,86.2728,152.5608,client_80920267
380,23794332,40.18273895,29.123930745,281.2673,89.3,7.5562000000000005,164.4348,client_79918307
381,46839441,40.213111528,28.935608827,521.1657,13.266666667,140.4468,457.5231,client_31453239
382,81970479,40.232726709,28.834241107,351.0693,15.55,190.3971,321.0674,client_77967603
383,35802605,40.217843366,28.92648194,1015.9132999999999,11.866666667,149.4637,530.0001,client_89311818
384,10206021,40.208696863,29.025138952,212.5148,14.7,126.2889,263.7489,client_47817540
385,34930885,40.221894941,28.849812672,591.0153,15.066666667,240.0199,561.5303,client_91872581
386,17825165,40.249956695,29.013216197,227.8119,22.333333333,99.0822,241.4762,client_18960873
387,90733681,40.183972034,29.101083688,355.3663,51.583333333,133.5843,343.4742,client_36614786
388,68246510,40.188158564,29.141380191,1813.1291,41.016666667,540.1788,1741.5235,client_17498333
389,29298640,40.225382081,28.972216286,545.5149,9.716666667,201.3678,511.2862,client_52604396
390,23377795,40.221373723,28.849718124,734.1089,33.533333333,292.1749,699.2655,client_99709109
391,23309303,40.228086014,28.968102783,1127.6238,8.066666667,217.4588,606.5734,client_73957879
392,25392105,40.211992399,28.809335455,413.2298,21.916666667,144.7629,404.0348,client_48651580
393,43458214,40.253002018,28.958551101,128.6139,41.866666667,75.0067,169.2267,client_58418379
394,57026348,40.235656351,28.982824087,185.9467,13.65,105.6774,198.7734,client_41864471
395,61997900,40.236408578,28.993217982,230.8784,5.433333333,109.5387,247.4912,client_55859314
396,82665128,40.207351564,28.988286406,147.5984,18.083333333,87.6149,149.7236,client_22434868
397,79543124,40.25904492,28.949267641,265.0008,18.116666667,5.2271,155.1851,client_71593759
398,84617623,40.224089848,28.984764665,233.9299,9.066666667,131.3088,267.9188,client_53501291
399,66512392,40.226683505,28.916293904,548.9647,13.4,111.1512,445.5233,client_14423797
400,52147267,40.217796515,28.93718563,211.2978,16.233333333,143.1274,231.0774,client_51501729
401,45681050,40.22903824,28.841180652,240.9307,9.666666667,122.986,265.1079,client_81776572
402,58610124,40.222142492,28.917061016,443.4898,46.583333333,154.2881,333.1794,client_76828972
403,62325858,40.2582172,28.9548924,207.1772,28.866666667,76.5342,206.415,client_99808804
404,23500816,40.258035035,28.94112546,1648.4361,41.25,541.1353,1415.6679,client_90857230
405,54457512,40.220410637,28.941076845,649.7353,21.3,225.5315,562.3473,client_34396955
406,37194909,40.219210217,28.825989962,367.6739,19.733333333,101.5238,404.7413,client_94666104
407,55856788,40.228115196,28.845297843,279.7426,13.933333333,110.6853,305.2853,client_46649538
408,41359619,40.224582886,28.914506212,182.1313,6.7,101.9879,191.4771,client_85865302
409,74937762,40.201635412,28.807582296,732.393,13.333333333,206.8822,637.0196,client_55359098
410,66465939,40.214078814,28.992466293,371.1683,21.466666667,180.9027,411.1146,client_73414822
411,85596270,40.178073827,29.098516814,638.099,59.133333333,176.4406,404.703,client_98208646
412,42555830,40.227691041,28.827120177,360.0666,18.916666667,145.9093,370.7974,client_72204109
413,82518172,40.224705505,28.986480273,143.2277,13.933333333,100.2459,156.6987,client_96718117
414,14084920,40.223568887,28.969648272,233.7426,4.616666667,116.4235,233.4207,client_49530952
415,19647219,40.22596752,28.832894638,133.4653,10.6,90.6782,175.0782,client_72054304
416,11711762,40.21698827,28.897064142,617.8909,37.45,174.5311,530.8516,client_29104090
417,80527749,40.219656185,28.951702751,359.7865,13.7,152.6976,351.1792,client_46684970
418,25491307,40.216499017,28.917871043,179.4851,12.916666667,94.1366,177.832,client_24450716
419,96951110,40.22366874,28.965029977,151.5842,7.133333333,97.6802,168.579,client_42520105
420,49055180,40.219962114,28.840984181,161.5446,13.116666667,88.2419,175.6119,client_93503684
421,49172993,40.192176826,29.063090533,357.0247,3.783333333,167.787,356.7788,client_90739840
422,81654925,40.23403439,28.991388716,335.6408,14.733333333,153.8911,364.2536,client_33723826
423,65260631,40.196123792,28.957745276,206.9901,5.466666667,102.7996,233.7696,client_90359287
424,76764957,40.200354114,29.012454516,758.0872,26.516666667,130.8855,644.4445,client_75058652
425,45220396,40.189814053,29.096029795,831.0602,49.65,305.2153,834.9693,client_78932235
426,13943979,40.203633034,28.979439139,248.30689999999998,8.266666667,100.1518,252.7788,client_46760355
427,48637893,40.261056972,28.951543206,487.2276,20.016666667,196.8219,493.9172,client_52725335
428,10905896,40.261782816,29.01594501,542.8233,9.666666667,166.0273,485.6379,client_43613186
429,88455368,40.22366874,28.965029977,228.1287,13.466666667,109.1074,219.8769,client_42520105
430,11240946,40.203975897,29.021582953,366.1336,28.35,172.2922,404.8222,client_72523106
431,29742758,40.219466738,28.988213986,548.7525,15.25,218.0582,502.2366,client_13955970
432,46513114,40.227232327,28.851241618,299.3168,31.75,132.6497,335.9297,client_45986409
433,10211858,40.227787289,28.84454146,325.627,6.25,86.0796,273.6435,client_36128055
434,60169037,40.22997279,28.851264417,191.3167,29.116666667,83.319,166.9295,client_24917372
435,24527205,40.19018655,29.078249708,380.6971,14.4,167.6746,358.5764,client_29539673
436,24103645,40.206646684,28.806849048,570.568,28.2,178.5209,521.5876,client_84921749
437,26080055,40.228115196,28.845297843,136.2023,24.3,84.2157,164.069,client_46649538
438,42691053,40.232862111,28.834349737,291.8812,17.766666667,118.1261,272.9862,client_26002919
439,48187559,40.233473593,28.838920556,205.6066,23.45,120.404,227.674,client_76450076
440,54217644,40.268852836,28.944192566,869.2085,23.733333333,83.2816,513.8911,client_97573094
441,52795747,40.23328956,28.837202266,156.4455,23.583333333,89.554,179.498,client_96133374
442,79735615,40.235787,28.97895,982.4999,12.05,246.7361,771.7498,client_25016412
443,90242148,40.19898164,29.028681479,323.3762,33.716666667,72.9241,285.6706,client_69450982
444,40563782,40.202016452,28.960238881,237.8474,17.333333333,141.5015,262.0815,client_78223364
445,20446286,40.201943727,29.015673772,294.6507,37.483333333,153.5402,333.4302,client_22210603
446,31466990,40.179814961,29.07037776,131.604,11.133333333,74.5014,161.6714,client_66693463
447,73104177,40.191881528,29.06475585,182.2475,2.483333333,93.0052,191.0496,client_68151591
448,16057132,40.205951442,29.014135525,1020.7822,17.966666667,205.6,907.62,client_63254504
449,81672961,40.216356,28.90722,369.4455,10.85,167.9544,398.2539,client_93697538
450,36360380,40.193946794,29.057078362,104.7426,12.433333333,84.4154,151.3554,client_20405176
451,21395204,40.200627487,29.009317942,581.396,27.233333333,43.7175,352.5955,client_76898837
452,39146547,40.2236625,28.895461,503.5302,9.766666667,227.4092,483.4392,client_95198954
453,26824833,40.220691219,28.980139866,185.0297,15.15,107.4905,237.4305,client_43197452
454,23970373,40.225948577,28.841118291,693.0163,15.733333333,128.9197,644.2804,client_17918050
455,53250559,40.2159647,29.011303112,232.7624,20.8,88.8452,257.3752,client_44577626
456,57898665,40.208492279,28.953242674,572.0016,8.916666667,209.7352,572.3652,client_85050048
457,61456565,40.243480737,29.013217539,170.099,8.85,91.9063,219.0963,client_50767674
458,33944544,40.1862275,29.0850955,232.4371,57.383333333,120.2345,249.5045,client_71784654
459,21002499,40.190586095,29.093322046,539.5743,55.45,31.1923,329.0723,client_97415548
460,44661321,40.262600761,29.012124874,426.5347,16.05,205.4915,433.0188,client_36687186
461,26028769,40.2220129,28.9662143,133.9979,8.1,98.4442,165.9442,client_32358610
462,15624473,40.193500401,28.984753937,607.9554,29.066666667,182.8532,560.1116,client_39836036
463,73715880,40.22159854,28.842862611,249.5842,12.55,89.2253,239.6851,client_39520600
464,41403249,40.191720433,28.977921009,525.4554,30.183333333,172.6124,499.2725,client_52187928
465,32963311,40.2042184,28.9788347,174.3366,25.683333333,114.5096,183.2696,client_23850063
466,26543581,40.245477893,29.009702504,269.7743,21.05,131.6962,299.2962,client_24949183
467,70840516,40.231083176,28.97755824,375.1633,16.15,165.5439,409.5839,client_82673198
468,39288372,40.259695312,28.939767256,501.7661,28.1,198.8253,500.7346,client_61685727
469,65077830,40.199098415,29.027400725,2057.1481,21.783333333,712.3747,1811.7512,client_46904299
470,59792691,40.20023133,28.950111866,572.368,14.333333333,209.4771,565.2771,client_71164230
471,85969756,40.201828809,28.960222814,625.8199,10.5,174.666,495.4088,client_49324769
472,64446152,40.213253882,28.935891129,914.7911,16.383333333,317.1869,842.6189,client_50943118
473,72040792,40.225902756,28.919056579,577.3366,10.783333333,172.8901,390.5955,client_55216109
474,58493604,40.212106591,28.953790851,137.3023,17.466666667,84.1954,171.2654,client_17019384
475,18019987,40.206057776,29.009251106,125.53469999999999,30.7,73.6942,180.3142,client_26842999
476,44372786,40.191811217,28.948892269,151.4674,16.216666667,98.919,169.7015,client_54297121
477,57357747,40.243151625,28.974803947,303.0057,48.383333333,122.3045,294.8345,client_99187832
478,51056815,40.220766996,28.938287683,1254.3762,14.25,422.4253,1153.2358,client_39910801
479,41076862,40.219448306,28.847680315,599.8637,8.716666667,193.7476,531.4286,client_56269865
480,84119522,40.238570766,28.906025067,507.52560000000005,18.566666667,158.0783,529.1368,client_46990728
481,97848070,40.240936605,28.997420669,258.9593,21.333333333,66.8916,224.7416,client_18693318
482,22823478,40.202441023,29.02538605,294.8911,26.666666667,90.6515,309.1815,client_19143754
483,63483099,40.238691057,29.013421386,427.3041,19.55,177.2262,441.8369,client_39173244
484,25250314,40.2277064,28.829641789,786.828,9.416666667,93.1172,440.6085,client_94521420
485,10836258,40.252697006,28.959376216,591.5248,17.7,125.20169999999999,454.3248,client_18225677
486,92678262,40.224120311,28.987941071,281.0099,17.5,111.9561,338.9561,client_16338474
487,82366216,40.218536139,28.888437822,850.5248,13.283333333,14.161000000000001,435.0361,client_67702843
488,67678672,40.227006809,28.828396238,313.3995,11.783333333,143.5293,313.7193,client_60740569
489,43104823,40.219170279,28.851055875,464.84,20.966666667,100.9595,458.5329,client_41062119
490,65815342,40.25294598,28.957908712,254.5842,35.1,126.83699999999999,266.197,client_29770948
491,83395845,40.219017185,28.941839263,300.5561,12.516666667,130.3283,310.2503,client_76648085
